id,verdict,group,title,model,target,source,line,original,report,reason,proposed_action
FINDING-01781,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimcData.Lm,Electrical/Machines/Utilities/ParameterRecords/IM_SquirrelCageData.mo,6,FINDING-01781-imc-inverter-aimcdata-lm.md,unresolved/FINDING-01781.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01782,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimcData.Lrsigma,Electrical/Machines/Utilities/ParameterRecords/IM_SquirrelCageData.mo,9,FINDING-01782-imc-inverter-aimcdata-lrsigma.md,unresolved/FINDING-01782.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01783,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimcData.Rr,Electrical/Machines/Utilities/ParameterRecords/IM_SquirrelCageData.mo,13,FINDING-01783-imc-inverter-aimcdata-rr.md,unresolved/FINDING-01783.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01784,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,tRamp,Electrical/Machines/Examples/InductionMachines/IMC_Inverter.mo,10,FINDING-01784-imc-inverter-tramp.md,unresolved/FINDING-01784.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01785,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,fNominal,Electrical/Machines/Examples/InductionMachines/IMC_Inverter.mo,8,FINDING-01785-imc-inverter-fnominal.md,unresolved/FINDING-01785.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01786,confirmed,space-phasor-turns-ratio,SpacePhasor permits zero turns ratio then divides by it,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimc.spacePhasorS.turnsRatio,Electrical/Machines/SpacePhasors/Components/SpacePhasor.mo,6,FINDING-01786-imc-inverter-aimc-spacephasors-turnsratio.md,confirmed/FINDING-01786.md,turnsRatio is an unconstrained parameter and the equation v/turnsRatio=plug_p.pin.v-plug_n.pin.v divides by it directly. Zero is admitted but undefined. This is a declaration/equation defect even when the enclosing machine example is blocked by unrelated runtime limitations.,"Require and assert a nonzero turnsRatio before the transformation equation is evaluated. If negative ratios encode winding orientation, enforce abs(turnsRatio)>=small rather than positivity; if only magnitude is supported, document and enforce turnsRatio>0."
FINDING-01787,false-positives,immutable-pi,The alleged divisor is the mathematical constant pi,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimc.pi,Electrical/Machines/Interfaces/PartialBasicInductionMachine.mo,117,FINDING-01787-imc-inverter-aimc-pi.md,false-positives/FINDING-01787.md,"This declaration is protected constant Real pi=Modelica.Constants.pi. It is immutable and nonzero, so the proposed zero witness is unreachable. The detector lost constant-role information while following derived parameter expressions.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01788,confirmed,induction-data-frequency,Zero nominal frequency divides induction-machine data,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimcData.fsNominal,Electrical/Machines/Utilities/ParameterRecords/InductionMachineData.mo,9,FINDING-01788-imc-inverter-aimcdata-fsnominal.md,confirmed/FINDING-01788.md,"InductionMachineData leaves fsNominal without a positive bound, while Lssigma divides by 2*pi*fsNominal and multiple loss-reference angular velocities are proportional to it. The direct Lssigma binding is undefined at zero. The report instances share this record defect; tool-blocked full machines are not counted as successful runtime reproductions.","Set a meaningful positive lower bound on fsNominal and validate fsNominal>0 before derived data bindings are evaluated. If DC/zero-frequency machine data are needed, provide a separate formulation rather than evaluating the AC per-unit conversion at zero."
FINDING-01789,false-positives,fixed-phase-count,The alleged zero divisor is constant m=3,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimc.spacePhasorS.m,Electrical/Machines/SpacePhasors/Components/SpacePhasor.mo,5,FINDING-01789-imc-inverter-aimc-spacephasors-m.md,false-positives/FINDING-01789.md,"SpacePhasor declares constant Integer m=3. It is not a parameter and cannot be overridden to zero; the transformation matrices therefore divide by the fixed value three. The finding is a variable-role error, not a reachable boundary.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01790,confirmed,induction-data-frequency,Zero nominal frequency divides induction-machine data,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,aimcData.fsNominal,Electrical/Machines/Utilities/ParameterRecords/InductionMachineData.mo,9,FINDING-01790-imc-inverter-aimcdata-fsnominal.md,confirmed/FINDING-01790.md,"InductionMachineData leaves fsNominal without a positive bound, while Lssigma divides by 2*pi*fsNominal and multiple loss-reference angular velocities are proportional to it. The direct Lssigma binding is undefined at zero. The report instances share this record defect; tool-blocked full machines are not counted as successful runtime reproductions.","Set a meaningful positive lower bound on fsNominal and validate fsNominal>0 before derived data bindings are evaluated. If DC/zero-frequency machine data are needed, provide a separate formulation rather than evaluating the AC per-unit conversion at zero."
FINDING-01791,false-positives,disabled-core-loss,Zero core-loss conductance deliberately disables losses,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.statorCoreParameters.GcRef,Electrical/Machines/Losses/CoreParameters.mo,18,FINDING-01791-imc-steinmetz-aimc-statorcoreparameters-gcref.md,false-positives/FINDING-01791.md,"GcRef is final and explicitly equals zero when PRef<=0; the default PRef is zero. Both DC and induction-machine Core consumers handle this branch by setting core-loss currents to zero. The reported default-value invariant violation is intended lossless behavior, not a failure.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01792,false-positives,disabled-core-loss,Zero core-loss conductance deliberately disables losses,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.statorCore.coreParameters.GcRef,Electrical/Machines/Losses/CoreParameters.mo,18,FINDING-01792-imc-steinmetz-aimc-statorcore-coreparameters-gcref.md,false-positives/FINDING-01792.md,"GcRef is final and explicitly equals zero when PRef<=0; the default PRef is zero. Both DC and induction-machine Core consumers handle this branch by setting core-loss currents to zero. The reported default-value invariant violation is intended lossless behavior, not a failure.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01793,false-positives,disabled-core-loss,Zero core-loss conductance deliberately disables losses,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimcData.statorCoreParameters.GcRef,Electrical/Machines/Losses/CoreParameters.mo,18,FINDING-01793-imc-steinmetz-aimcdata-statorcoreparameters-gcref.md,false-positives/FINDING-01793.md,"GcRef is final and explicitly equals zero when PRef<=0; the default PRef is zero. Both DC and induction-machine Core consumers handle this branch by setting core-loss currents to zero. The reported default-value invariant violation is intended lossless behavior, not a failure.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01794,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,Cr,Electrical/Machines/Examples/InductionMachines/IMC_Steinmetz.mo,10,FINDING-01794-imc-steinmetz-cr.md,unresolved/FINDING-01794.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01795,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,Cs,Electrical/Machines/Examples/InductionMachines/IMC_Steinmetz.mo,12,FINDING-01795-imc-steinmetz-cs.md,unresolved/FINDING-01795.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01796,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,JLoad,Electrical/Machines/Examples/InductionMachines/IMC_Steinmetz.mo,20,FINDING-01796-imc-steinmetz-jload.md,unresolved/FINDING-01796.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01797,false-positives,ideal-stator-resistance,Zero stator resistance is a supported ideal-loss limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Rs,Electrical/Machines/Interfaces/PartialBasicInductionMachine.mo,11,FINDING-01797-imc-steinmetz-aimc-rs.md,false-positives/FINDING-01797.md,"Rs is passed to Polyphase.Basic.Resistor, which delegates to the scalar resistor contract that explicitly allows positive, zero, or negative resistance. Zero removes copper loss; the source does not divide by Rs. A real machine-data recommendation is not a universal equation-domain requirement.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01798,false-positives,ideal-stator-leakage,Zero stator leakage inductance is supported,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Lszero,Electrical/Machines/Interfaces/PartialBasicInductionMachine.mo,20,FINDING-01798-imc-steinmetz-aimc-lszero.md,false-positives/FINDING-01798.md,Lszero and Lssigma are passed to scalar/space-phasor inductors whose equations multiply current derivatives by L. Zero is the ideal no-leakage voltage-drop limit; there is no intrinsic reciprocal. The separate fsNominal-derived default formula can still require a positive nominal frequency.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01799,false-positives,ideal-stator-leakage,Zero stator leakage inductance is supported,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Lssigma,Electrical/Machines/Interfaces/PartialBasicInductionMachine.mo,23,FINDING-01799-imc-steinmetz-aimc-lssigma.md,false-positives/FINDING-01799.md,Lszero and Lssigma are passed to scalar/space-phasor inductors whose equations multiply current derivatives by L. Zero is the ideal no-leakage voltage-drop limit; there is no intrinsic reciprocal. The separate fsNominal-derived default formula can still require a positive nominal frequency.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01800,false-positives,signed-polyphase-element,Polyphase resistance/conductance delegates to signed scalar elements,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.rs.R,Electrical/Polyphase/Basic/Resistor.mo,4,FINDING-01800-imc-steinmetz-aimc-rs-r.md,false-positives/FINDING-01800.md,"This component is an array wrapper that passes each R or G to Basic.Resistor/Conductor. The scalar contract explicitly allows positive, zero and negative values and uses a multiplicative constitutive equation. A universal strictly-positive rule is therefore wrong here; a particular singular network requires topology-specific evidence.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01801,false-positives,zero-space-phasor-inductance,Zero space-phasor inductance is an algebraic ideal limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.lssigma.L,Electrical/Machines/BasicMachines/Components/Inductor.mo,3,FINDING-01801-imc-steinmetz-aimc-lssigma-l.md,false-positives/FINDING-01801.md,Both axis equations are v_[j]=L[j]*der(i_[j]); L is a multiplier and is never divided. A zero entry sets the corresponding voltage drop to zero. The report applies a strictly-positive heuristic where the component equations support an ideal zero-leakage limit.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01802,false-positives,zero-inductor,Zero inductance is an explicitly supported algebraic limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.lszero.L,Electrical/Analog/Basic/Inductor.mo,4,FINDING-01802-imc-steinmetz-aimc-lszero-l.md,false-positives/FINDING-01802.md,"The library documentation explicitly says L may be positive or zero, and the constitutive equation is L*der(i)=v rather than an unconditional division by L. At L=0 the element becomes the algebraic ideal-short constraint v=0. A translator or post-translation state representation that divides by L cannot be used to prove the source declaration wrong; connected topologies and fixed starts may still be inconsistent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01803,false-positives,fixed-reference-impedance,ZsRef is fixed to the nonzero value one,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.ZsRef,Electrical/Machines/Interfaces/PartialBasicInductionMachine.mo,116,FINDING-01803-imc-steinmetz-aimc-zsref.md,false-positives/FINDING-01803.md,"The reported parameter is protected final parameter ZsRef=1, used as a dimensional reference. It cannot be modified to zero in a valid extension, so a zero-domain report against it is unreachable.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01804,false-positives,zero-machine-inertia,Machine inertia delegates to the zero-capable algebraic inertia component,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Jr,Electrical/Machines/Interfaces/PartialBasicMachine.mo,5,FINDING-01804-imc-steinmetz-aimc-jr.md,false-positives/FINDING-01804.md,"Jr and Js are passed directly to Rotational.Components.Inertia. That component uses J*a=sum(tau), so J=0 produces an algebraic torque balance rather than an intrinsic reciprocal. Js is relevant only when the stator rotates. A particular drive train can have incompatible starts or constraints, but the declaration alone does not establish that both machine inertias must be strictly positive.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01805,false-positives,zero-machine-inertia,Machine inertia delegates to the zero-capable algebraic inertia component,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Js,Electrical/Machines/Interfaces/PartialBasicMachine.mo,8,FINDING-01805-imc-steinmetz-aimc-js.md,false-positives/FINDING-01805.md,"Jr and Js are passed directly to Rotational.Components.Inertia. That component uses J*a=sum(tau), so J=0 produces an algebraic torque balance rather than an intrinsic reciprocal. Js is relevant only when the stator rotates. A particular drive train can have incompatible starts or constraints, but the declaration alone does not establish that both machine inertias must be strictly positive.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01806,false-positives,zero-rotational-inertia,"Zero inertia is a massless algebraic component, not an intrinsic division",Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.inertiaRotor.J,Mechanics/Rotational/Components/Inertia.mo,4,FINDING-01806-imc-steinmetz-aimc-inertiarotor-j.md,false-positives/FINDING-01806.md,"The declared min is zero and the equation is J*a=flange_a.tau+flange_b.tau. At J=0 this becomes an algebraic torque-balance constraint; the source does not divide by J. Independent controls retain J=0 and simulate after incompatible fixed initialization is removed. Some topologies can be over/under-constrained, but that does not establish a universal J>0 defect.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01807,false-positives,zero-rotational-inertia,"Zero inertia is a massless algebraic component, not an intrinsic division",Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.inertiaStator.J,Mechanics/Rotational/Components/Inertia.mo,4,FINDING-01807-imc-steinmetz-aimc-inertiastator-j.md,false-positives/FINDING-01807.md,"The declared min is zero and the equation is J*a=flange_a.tau+flange_b.tau. At J=0 this becomes an algebraic torque-balance constraint; the source does not divide by J. Independent controls retain J=0 and simulate after incompatible fixed initialization is removed. Some topologies can be over/under-constrained, but that does not establish a universal J>0 defect.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01808,false-positives,zero-machine-airgap-inductance,Air-gap inductance is used as a flux multiplier,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.airGap.Lm,Electrical/Machines/BasicMachines/Components/AirGapS.mo,3,FINDING-01808-imc-steinmetz-aimc-airgap-lm.md,false-positives/FINDING-01808.md,"The air-gap model constructs an inductance matrix and computes psi=L*i. Neither the main inductance nor the protected matrix is divided. Zero removes the corresponding magnetic coupling; a useful machine normally needs coupling, but that engineering expectation is not an intrinsic arithmetic-domain failure.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01809,false-positives,zero-machine-airgap-inductance,Air-gap inductance is used as a flux multiplier,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.airGap.L,Electrical/Machines/BasicMachines/Components/AirGapS.mo,8,FINDING-01809-imc-steinmetz-aimc-airgap-l.md,false-positives/FINDING-01809.md,"The air-gap model constructs an inductance matrix and computes psi=L*i. Neither the main inductance nor the protected matrix is divided. Zero removes the corresponding magnetic coupling; a useful machine normally needs coupling, but that engineering expectation is not an intrinsic arithmetic-domain failure.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01810,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Lm,Electrical/Machines/BasicMachines/InductionMachines/IM_SquirrelCage.mo,26,FINDING-01810-imc-steinmetz-aimc-lm.md,unresolved/FINDING-01810.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01811,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Lrsigma,Electrical/Machines/BasicMachines/InductionMachines/IM_SquirrelCage.mo,29,FINDING-01811-imc-steinmetz-aimc-lrsigma.md,unresolved/FINDING-01811.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01812,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.Rr,Electrical/Machines/BasicMachines/InductionMachines/IM_SquirrelCage.mo,33,FINDING-01812-imc-steinmetz-aimc-rr.md,unresolved/FINDING-01812.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01813,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.squirrelCageR.Lrsigma,Electrical/Machines/BasicMachines/Components/SquirrelCage.mo,3,FINDING-01813-imc-steinmetz-aimc-squirrelcager-lrsigma.md,unresolved/FINDING-01813.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01814,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,aimc.squirrelCageR.Rr,Electrical/Machines/BasicMachines/Components/SquirrelCage.mo,5,FINDING-01814-imc-steinmetz-aimc-squirrelcager-rr.md,unresolved/FINDING-01814.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01815,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,idealCloser.Ron,Electrical/Analog/Interfaces/IdealSwitch.mo,4,FINDING-01815-imc-steinmetz-idealcloser-ron.md,false-positives/FINDING-01815.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01816,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,idealCloser.Goff,Electrical/Analog/Interfaces/IdealSwitch.mo,6,FINDING-01816-imc-steinmetz-idealcloser-goff.md,false-positives/FINDING-01816.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01817,false-positives,zero-rotational-inertia,"Zero inertia is a massless algebraic component, not an intrinsic division",Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,loadInertia.J,Mechanics/Rotational/Components/Inertia.mo,4,FINDING-01817-imc-steinmetz-loadinertia-j.md,false-positives/FINDING-01817.md,"The declared min is zero and the equation is J*a=flange_a.tau+flange_b.tau. At J=0 this becomes an algebraic torque-balance constraint; the source does not divide by J. Independent controls retain J=0 and simulate after incompatible fixed initialization is removed. Some topologies can be over/under-constrained, but that does not establish a universal J>0 defect.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01818,false-positives,zero-capacitor,Zero capacitance is an explicitly supported algebraic limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,cRun.C,Electrical/Analog/Basic/Capacitor.mo,4,FINDING-01818-imc-steinmetz-crun-c.md,false-positives/FINDING-01818.md,"The library documentation explicitly says C may be positive or zero, and the constitutive equation is i=C*der(v), with no source division by C. At C=0 the component imposes i=0. Several reported runtime-override failures disappear after source-level recompilation and compatible initialization. A particular topology may still be singular, but the blanket strictly-positive rule contradicts the component contract.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01819,false-positives,zero-capacitor,Zero capacitance is an explicitly supported algebraic limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,cStart.C,Electrical/Analog/Basic/Capacitor.mo,4,FINDING-01819-imc-steinmetz-cstart-c.md,false-positives/FINDING-01819.md,"The library documentation explicitly says C may be positive or zero, and the constitutive equation is i=C*der(v), with no source division by C. At C=0 the component imposes i=0. Several reported runtime-override failures disappear after source-level recompilation and compatible initialization. A particular topology may still be singular, but the blanket strictly-positive rule contradicts the component contract.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01820,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,idealOpener.Ron,Electrical/Analog/Interfaces/IdealSwitch.mo,4,FINDING-01820-imc-steinmetz-idealopener-ron.md,false-positives/FINDING-01820.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
